ID,Genus,Division,Percent,Adjusted,Adjusted,log.per,sqrt.per,N15,Adjusted,sqrt.n15,log.n15,Exact_Depth,Depth,Zone,Site,Location,Region
NWHI-65,Dictyota sp.,Phaeophyceae,0.5,0.005,0.006,-2.22184875,0.077459667,0.8,3.3,1.816590212,0.51851394,61,61-70,Mesophotic,Nihoa,j,NWHI
NWHI-172,Dichotomaria sp.,Rhodophyta,0.5,0.005,0.006,-2.22184875,0.077459667,3.2,5.7,2.387467277,0.755874856,65,51-60,Mesophotic,Nihoa,j,NWHI
NWHI-162-1,Codium sp.,Chlorophyta,1.1,0.011,0.012,-1.920818754,0.109544512,4.2,6.7,2.588435821,0.826074803,64,61-70,Mesophotic,Nihoa,j,NWHI
MHI-158,Microdictyon sp.,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,1.2,3.7,1.923538406,0.568201724,17,20-Nov,Shallow,Niihau,k,MHI
MHI-168,Halimeda sp.,Chlorophyta,0.8,0.008,0.009,-2.045757491,0.09486833,1.5,4,2,0.602059991,17,20-Nov,Shallow,Niihau,k,MHI
MHI-180,Distromium sp.,Phaeophyceae,1.3,0.013,0.014,-1.853871964,0.118321596,3.3,5.8,2.408318916,0.763427994,70,61-70,Mesophotic,Niihau,k,MHI
MHI-192,Distromium sp.,Phaeophyceae,2.4,0.024,0.025,-1.602059991,0.158113883,3,5.5,2.34520788,0.740362689,61,61-70,Mesophotic,Niihau,k,MHI
Ha 35b,Halimeda sp.,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,3.4,5.9,2.42899156,0.770852012,24,21-30,Shallow,Oahu,l,MHI
Ha 35c,Halimeda sp.,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,3,5.5,2.34520788,0.740362689,24,21-30,Shallow,Oahu,l,MHI
Ha 11c,Halimeda sp.,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,3.1,5.6,2.366431913,0.748188027,24,21-30,Shallow,Oahu,l,MHI
Ha 28a,Halimeda sp.,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,3.3,5.8,2.408318916,0.763427994,18,20-Nov,Shallow,Oahu,l,MHI
Ha 35a,Halimeda sp.,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,4,6.5,2.549509757,0.812913357,24,21-30,Shallow,Oahu,l,MHI
Ha 28b,Halimeda sp.,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,4.4,6.9,2.626785107,0.838849091,18,20-Nov,Shallow,Oahu,l,MHI
Ha 11a,Halimeda sp.,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,3.1,5.6,2.366431913,0.748188027,24,21-30,Shallow,Oahu,l,MHI
Ha 11b,Halimeda sp.,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,1.8,4.3,2.073644135,0.633468456,24,21-30,Shallow,Oahu,l,MHI
Ga 39b,Ganonema sp.,Rhodophyta,0.6,0.006,0.007,-2.15490196,0.083666003,2.9,5.4,2.323790008,0.73239376,24,21-30,Shallow,Oahu,l,MHI
AV WE2,Avrainvillea sp.,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,2.4,4.9,2.213594362,0.69019608,intertidal,0,Shallow,Oahu,l,MHI
OP-AV4,Avrainvillea sp.,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,-0.5,2,1.414213562,0.301029996,18,20-Nov,Shallow,Oahu,l,MHI
AV2 C6b,Avrainvillea sp.,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,1.5,4,2,0.602059991,intertidal,0,Shallow,Oahu,l,MHI
AV2 C6a,Avrainvillea sp.,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,1.6,4.1,2.024845673,0.612783857,intertidal,0,Shallow,Oahu,l,MHI
AV2 SE5a,Avrainvillea sp.,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,0.4,2.9,1.702938637,0.462397998,intertidal,0,Shallow,Oahu,l,MHI
AV2 WE3,Avrainvillea sp.,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,0.9,3.4,1.843908891,0.531478917,intertidal,0,Shallow,Oahu,l,MHI
AV2 SE2,Avrainvillea sp.,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,1.1,3.6,1.897366596,0.556302501,intertidal,0,Shallow,Oahu,l,MHI
AV SEC1,Avrainvillea sp.,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,2.8,5.3,2.302172887,0.72427587,intertidal,0,Shallow,Oahu,l,MHI
AV C2,Avrainvillea sp.,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,3.2,5.7,2.387467277,0.755874856,intertidal,0,Shallow,Oahu,l,MHI
AV 73-3,Avrainvillea sp.,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,0.2,2.7,1.643167673,0.431363764,30,21-30,Shallow,Oahu,l,MHI
AV2 C4,Avrainvillea sp.,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,0.5,3,1.732050808,0.477121255,intertidal,0,Shallow,Oahu,l,MHI
AV C6,Avrainvillea sp.,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,2.6,5.1,2.258317958,0.707570176,intertidal,0,Shallow,Oahu,l,MHI
AV2 C2,Avrainvillea sp.,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,0.9,3.4,1.843908891,0.531478917,intertidal,0,Shallow,Oahu,l,MHI
AV2 C1,Avrainvillea sp.,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,0.9,3.4,1.843908891,0.531478917,intertidal,0,Shallow,Oahu,l,MHI
AV WE3,Avrainvillea sp.,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,1.9,4.4,2.097617696,0.643452676,intertidal,0,Shallow,Oahu,l,MHI
Av 34a,Avrainvillea sp.,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,2.2,4.7,2.167948339,0.672097858,24,21-30,Shallow,Oahu,l,MHI
AV SE5,Avrainvillea sp.,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,0.3,2.8,1.673320053,0.447158031,intertidal,0,Shallow,Oahu,l,MHI
AV 73-1,Avrainvillea sp.,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,0.9,3.4,1.843908891,0.531478917,30,21-30,Shallow,Oahu,l,MHI
AV2 C3,Avrainvillea sp.,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,1,3.5,1.870828693,0.544068044,intertidal,0,Shallow,Oahu,l,MHI
AV WE1,Avrainvillea sp.,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,1.9,4.4,2.097617696,0.643452676,intertidal,0,Shallow,Oahu,l,MHI
AV SEC5,Avrainvillea sp.,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,1.9,4.4,2.097617696,0.643452676,intertidal,0,Shallow,Oahu,l,MHI
AV WE5,Avrainvillea sp.,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,2.2,4.7,2.167948339,0.672097858,intertidal,0,Shallow,Oahu,l,MHI
OP-AV1,Avrainvillea sp.,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,2.6,5.1,2.258317958,0.707570176,18,20-Nov,Shallow,Oahu,l,MHI
AV2 SE1,Avrainvillea sp.,Chlorophyta,3.2,0.032,0.033,-1.48148606,0.181659021,-1.6,0.9,0.948683298,-0.045757491,intertidal,0,Shallow,Oahu,l,MHI
AV2 WE4a,Avrainvillea sp.,Chlorophyta,3.2,0.032,0.033,-1.48148606,0.181659021,0.6,3.1,1.760681686,0.491361694,intertidal,0,Shallow,Oahu,l,MHI
AV2 WE4b,Avrainvillea sp.,Chlorophyta,3.2,0.032,0.033,-1.48148606,0.181659021,0.7,3.2,1.788854382,0.505149978,intertidal,0,Shallow,Oahu,l,MHI
AV C3,Avrainvillea sp.,Chlorophyta,3.2,0.032,0.033,-1.48148606,0.181659021,1.5,4,2,0.602059991,intertidal,0,Shallow,Oahu,l,MHI
AV SE2,Avrainvillea sp.,Chlorophyta,3.3,0.033,0.034,-1.468521083,0.184390889,0.6,3.1,1.760681686,0.491361694,intertidal,0,Shallow,Oahu,l,MHI
AV 73-2,Avrainvillea sp.,Chlorophyta,3.3,0.033,0.034,-1.468521083,0.184390889,1.3,3.8,1.949358869,0.579783597,30,21-30,Shallow,Oahu,l,MHI
AV2 WE2,Avrainvillea sp.,Chlorophyta,3.4,0.034,0.035,-1.455931956,0.187082869,0.3,2.8,1.673320053,0.447158031,intertidal,0,Shallow,Oahu,l,MHI
AV2 C5,Avrainvillea sp.,Chlorophyta,3.4,0.034,0.035,-1.455931956,0.187082869,0.7,3.2,1.788854382,0.505149978,intertidal,0,Shallow,Oahu,l,MHI
AV2 SE4,Avrainvillea sp.,Chlorophyta,3.4,0.034,0.035,-1.455931956,0.187082869,1.1,3.6,1.897366596,0.556302501,intertidal,0,Shallow,Oahu,l,MHI
OP-AV2,Avrainvillea sp.,Chlorophyta,3.4,0.034,0.035,-1.455931956,0.187082869,1.2,3.7,1.923538406,0.568201724,18,20-Nov,Shallow,Oahu,l,MHI
AV SE3,Avrainvillea sp.,Chlorophyta,3.5,0.035,0.036,-1.443697499,0.18973666,-1.7,0.8,0.894427191,-0.096910013,intertidal,0,Shallow,Oahu,l,MHI
AV2 SE3,Avrainvillea sp.,Chlorophyta,3.5,0.035,0.036,-1.443697499,0.18973666,-0.1,2.4,1.549193338,0.380211242,intertidal,0,Shallow,Oahu,l,MHI
OP-AV3,Avrainvillea sp.,Chlorophyta,3.5,0.035,0.036,-1.443697499,0.18973666,1.5,4,2,0.602059991,18,20-Nov,Shallow,Oahu,l,MHI
OP-AV5,Avrainvillea sp.,Chlorophyta,3.5,0.035,0.036,-1.443697499,0.18973666,1.6,4.1,2.024845673,0.612783857,18,20-Nov,Shallow,Oahu,l,MHI
AV2 WE1,Avrainvillea sp.,Chlorophyta,3.6,0.036,0.037,-1.431798276,0.192353841,0.5,3,1.732050808,0.477121255,intertidal,0,Shallow,Oahu,l,MHI
AV 89B,Avrainvillea sp.,Chlorophyta,3.6,0.036,0.037,-1.431798276,0.192353841,0.9,3.4,1.843908891,0.531478917,20,20-Nov,Shallow,Oahu,l,MHI
Av 34c,Avrainvillea sp.,Chlorophyta,3.7,0.037,0.038,-1.420216403,0.194935887,1.7,4.2,2.049390153,0.62324929,24,21-30,Shallow,Oahu,l,MHI
AV 89C,Avrainvillea sp.,Chlorophyta,4.7,0.047,0.048,-1.318758763,0.219089023,1.2,3.7,1.923538406,0.568201724,20,20-Nov,Shallow,Oahu,l,MHI
ULB-D2,Ulva/Umbraulva,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,3.4,5.9,2.42899156,0.770852012,92,91-100,Mesophotic,Oahu,l,MHI
D1 UG,Udotea sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,3.7,6.2,2.48997992,0.792391689,66,61-70,Mesophotic,Oahu,l,MHI
D1 UC2D,Udotea sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,3.7,6.2,2.48997992,0.792391689,78,71-80,Mesophotic,Oahu,l,MHI
P4-188 UD10,Udotea sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,4,6.5,2.549509757,0.812913357,70,61-70,Mesophotic,Oahu,l,MHI
P4-188 UD6,Udotea sp.,Chlorophyta,0.4,0.004,0.005,-2.301029996,0.070710678,2.8,5.3,2.302172887,0.72427587,87,81-90,Mesophotic,Oahu,l,MHI
P4-188 UD14,Udotea sp.,Chlorophyta,0.4,0.004,0.005,-2.301029996,0.070710678,3,5.5,2.34520788,0.740362689,51,51-60,Mesophotic,Oahu,l,MHI
D1 UC3A,Udotea sp.,Chlorophyta,0.4,0.004,0.005,-2.301029996,0.070710678,3.1,5.6,2.366431913,0.748188027,78,71-80,Mesophotic,Oahu,l,MHI
D1 UJ,Udotea sp.,Chlorophyta,0.4,0.004,0.005,-2.301029996,0.070710678,3.2,5.7,2.387467277,0.755874856,47,41-50,Mesophotic,Oahu,l,MHI
D1 UI,Udotea sp.,Chlorophyta,0.4,0.004,0.005,-2.301029996,0.070710678,3.3,5.8,2.408318916,0.763427994,60,51-60,Mesophotic,Oahu,l,MHI
D1 UH,Udotea sp.,Chlorophyta,0.4,0.004,0.005,-2.301029996,0.070710678,3.3,5.8,2.408318916,0.763427994,66,61-70,Mesophotic,Oahu,l,MHI
P4-188 UD5,Udotea sp.,Chlorophyta,0.4,0.004,0.005,-2.301029996,0.070710678,3.6,6.1,2.469817807,0.785329835,87,81-90,Mesophotic,Oahu,l,MHI
D1 UC2C,Udotea sp.,Chlorophyta,0.4,0.004,0.005,-2.301029996,0.070710678,3.9,6.4,2.529822128,0.806179974,78,71-80,Mesophotic,Oahu,l,MHI
P4-188 UD7,Udotea sp.,Chlorophyta,0.5,0.005,0.006,-2.22184875,0.077459667,2.9,5.4,2.323790008,0.73239376,70,61-70,Mesophotic,Oahu,l,MHI
P4-188 UD2,Udotea sp.,Chlorophyta,0.5,0.005,0.006,-2.22184875,0.077459667,3,5.5,2.34520788,0.740362689,87,81-90,Mesophotic,Oahu,l,MHI
D1 UL,Udotea sp.,Chlorophyta,0.5,0.005,0.006,-2.22184875,0.077459667,3.2,5.7,2.387467277,0.755874856,60,51-60,Mesophotic,Oahu,l,MHI
P4-188 UD1,Udotea sp.,Chlorophyta,0.5,0.005,0.006,-2.22184875,0.077459667,3.5,6,2.449489743,0.77815125,87,81-90,Mesophotic,Oahu,l,MHI
D1 UK,Udotea sp.,Chlorophyta,0.5,0.005,0.006,-2.22184875,0.077459667,3.6,6.1,2.469817807,0.785329835,66,61-70,Mesophotic,Oahu,l,MHI
D1 UN,Udotea sp.,Chlorophyta,0.5,0.005,0.006,-2.22184875,0.077459667,3.9,6.4,2.529822128,0.806179974,47,41-50,Mesophotic,Oahu,l,MHI
D1 UC2A,Udotea sp.,Chlorophyta,0.6,0.006,0.007,-2.15490196,0.083666003,2.2,4.7,2.167948339,0.672097858,78,71-80,Mesophotic,Oahu,l,MHI
P4-188 UD3,Udotea sp.,Chlorophyta,0.6,0.006,0.007,-2.15490196,0.083666003,2.8,5.3,2.302172887,0.72427587,87,81-90,Mesophotic,Oahu,l,MHI
P4-188 UD18,Udotea sp.,Chlorophyta,0.6,0.006,0.007,-2.15490196,0.083666003,2.9,5.4,2.323790008,0.73239376,51,51-60,Mesophotic,Oahu,l,MHI
D1 UP,Udotea sp.,Chlorophyta,0.6,0.006,0.007,-2.15490196,0.083666003,3,5.5,2.34520788,0.740362689,47,41-50,Mesophotic,Oahu,l,MHI
D1 UC2B,Udotea sp.,Chlorophyta,0.6,0.006,0.007,-2.15490196,0.083666003,3.8,6.3,2.50998008,0.799340549,78,71-80,Mesophotic,Oahu,l,MHI
D1 UR,Udotea sp.,Chlorophyta,0.7,0.007,0.008,-2.096910013,0.089442719,3.1,5.6,2.366431913,0.748188027,47,41-50,Mesophotic,Oahu,l,MHI
D1 UC2F,Udotea sp.,Chlorophyta,0.7,0.007,0.008,-2.096910013,0.089442719,3.2,5.7,2.387467277,0.755874856,78,71-80,Mesophotic,Oahu,l,MHI
D1 UM,Udotea sp.,Chlorophyta,0.8,0.008,0.009,-2.045757491,0.09486833,2.5,5,2.236067977,0.698970004,47,41-50,Mesophotic,Oahu,l,MHI
P4-188 UD8,Udotea sp.,Chlorophyta,0.9,0.009,0.01,-2,0.1,2.1,4.6,2.144761059,0.662757832,70,61-70,Mesophotic,Oahu,l,MHI
P4-188 UD13,Udotea sp.,Chlorophyta,0.9,0.009,0.01,-2,0.1,2.4,4.9,2.213594362,0.69019608,51,51-60,Mesophotic,Oahu,l,MHI
D1 UO,Udotea sp.,Chlorophyta,1,0.01,0.011,-1.958607315,0.104880885,2.5,5,2.236067977,0.698970004,47,41-50,Mesophotic,Oahu,l,MHI
P4-188 UD4,Udotea sp.,Chlorophyta,1.1,0.011,0.012,-1.920818754,0.109544512,1.9,4.4,2.097617696,0.643452676,87,81-90,Mesophotic,Oahu,l,MHI
D1 UC2E,Udotea sp.,Chlorophyta,1.4,0.014,0.015,-1.823908741,0.122474487,2,4.5,2.121320344,0.653212514,78,71-80,Mesophotic,Oahu,l,MHI
P4-188 UD15,Udotea sp.,Chlorophyta,1.4,0.014,0.015,-1.823908741,0.122474487,2.4,4.9,2.213594362,0.69019608,51,51-60,Mesophotic,Oahu,l,MHI
P4-188 UD16,Udotea sp.,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,2.3,4.8,2.19089023,0.681241237,51,51-60,Mesophotic,Oahu,l,MHI
P4-188 UD17,Udotea sp.,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,2.5,5,2.236067977,0.698970004,51,51-60,Mesophotic,Oahu,l,MHI
P4-188 UD9,Udotea sp.,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,1.3,3.8,1.949358869,0.579783597,70,61-70,Mesophotic,Oahu,l,MHI
BBD-D2,Spatoglossum sp.,Phaeophyceae,1.2,0.012,0.013,-1.886056648,0.114017543,3.5,6,2.449489743,0.77815125,83,81-90,Mesophotic,Oahu,l,MHI
BBA-D2,Spatoglossum sp.,Phaeophyceae,1.4,0.014,0.015,-1.823908741,0.122474487,2.6,5.1,2.258317958,0.707570176,94,91-100,Mesophotic,Oahu,l,MHI
BBB-D2,Spatoglossum sp.,Phaeophyceae,1.7,0.017,0.018,-1.744727495,0.134164079,3.1,5.6,2.366431913,0.748188027,92,91-100,Mesophotic,Oahu,l,MHI
BBC-D2,Spatoglossum sp.,Phaeophyceae,2.1,0.021,0.022,-1.657577319,0.14832397,2.9,5.4,2.323790008,0.73239376,92,91-100,Mesophotic,Oahu,l,MHI
D1 HD,Halimeda sp.,Chlorophyta,0.2,0.002,0.003,-2.522878745,0.054772256,1.4,3.9,1.974841766,0.591064607,78,71-80,Mesophotic,Oahu,l,MHI
P4-188 HA1,Halimeda sp.,Chlorophyta,0.2,0.002,0.003,-2.522878745,0.054772256,2.5,5,2.236067977,0.698970004,87,81-90,Mesophotic,Oahu,l,MHI
P4-188 HA6,Halimeda sp.,Chlorophyta,0.2,0.002,0.003,-2.522878745,0.054772256,2.9,5.4,2.323790008,0.73239376,87,81-90,Mesophotic,Oahu,l,MHI
D1 HF,Halimeda sp.,Chlorophyta,0.2,0.002,0.003,-2.522878745,0.054772256,3,5.5,2.34520788,0.740362689,65,61-70,Mesophotic,Oahu,l,MHI
D1 HE,Halimeda sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,1.2,3.7,1.923538406,0.568201724,78,71-80,Mesophotic,Oahu,l,MHI
D1 HC,Halimeda sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,1.7,4.2,2.049390153,0.62324929,78,71-80,Mesophotic,Oahu,l,MHI
D1 HC3B,Halimeda sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,1.7,4.2,2.049390153,0.62324929,78,71-80,Mesophotic,Oahu,l,MHI
P4-188 HA4,Halimeda sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,1.7,4.2,2.049390153,0.62324929,87,81-90,Mesophotic,Oahu,l,MHI
D1 HA,Halimeda sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,1.8,4.3,2.073644135,0.633468456,78,71-80,Mesophotic,Oahu,l,MHI
P4-188 HA5,Halimeda sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,1.8,4.3,2.073644135,0.633468456,87,81-90,Mesophotic,Oahu,l,MHI
P4-188 HA3,Halimeda sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,2.4,4.9,2.213594362,0.69019608,87,81-90,Mesophotic,Oahu,l,MHI
D1 HI,Halimeda sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,2.9,5.4,2.323790008,0.73239376,65,61-70,Mesophotic,Oahu,l,MHI
D1 HH,Halimeda sp.,Chlorophyta,0.4,0.004,0.005,-2.301029996,0.070710678,2.8,5.3,2.302172887,0.72427587,65,61-70,Mesophotic,Oahu,l,MHI
P4-188 HA2,Halimeda sp.,Chlorophyta,0.5,0.005,0.006,-2.22184875,0.077459667,1.7,4.2,2.049390153,0.62324929,87,81-90,Mesophotic,Oahu,l,MHI
D1 HJ,Halimeda sp.,Chlorophyta,0.5,0.005,0.006,-2.22184875,0.077459667,2.1,4.6,2.144761059,0.662757832,65,61-70,Mesophotic,Oahu,l,MHI
D1 HG,Halimeda sp.,Chlorophyta,0.5,0.005,0.006,-2.22184875,0.077459667,2.1,4.6,2.144761059,0.662757832,65,61-70,Mesophotic,Oahu,l,MHI
P4-188 HD4,Halimeda sp.,Chlorophyta,0.8,0.008,0.009,-2.045757491,0.09486833,2,4.5,2.121320344,0.653212514,62,61-70,Mesophotic,Oahu,l,MHI
P4-188 HD5,Halimeda sp.,Chlorophyta,0.8,0.008,0.009,-2.045757491,0.09486833,2.5,5,2.236067977,0.698970004,62,61-70,Mesophotic,Oahu,l,MHI
P4-188 HD6,Halimeda sp.,Chlorophyta,0.9,0.009,0.01,-2,0.1,2.5,5,2.236067977,0.698970004,62,61-70,Mesophotic,Oahu,l,MHI
K-H1,Halimeda sp.,Chlorophyta,1.4,0.014,0.015,-1.823908741,0.122474487,1.3,3.8,1.949358869,0.579783597,38,31-40,Mesophotic,Oahu,l,MHI
Ha 2a,Halimeda sp.,Chlorophyta,1.4,0.014,0.015,-1.823908741,0.122474487,2.2,4.7,2.167948339,0.672097858,40,31-40,Mesophotic,Oahu,l,MHI
K-H2,Halimeda sp.,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,1.5,4,2,0.602059991,38,31-40,Mesophotic,Oahu,l,MHI
Ha 15b,Halimeda sp.,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,2.7,5.2,2.28035085,0.716003344,40,31-40,Mesophotic,Oahu,l,MHI
K-H3,Halimeda sp.,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,3.3,5.8,2.408318916,0.763427994,38,31-40,Mesophotic,Oahu,l,MHI
P4-188 HD3,Halimeda sp.,Chlorophyta,1.6,0.016,0.017,-1.769551079,0.130384048,1.5,4,2,0.602059991,62,61-70,Mesophotic,Oahu,l,MHI
K-H4,Halimeda sp.,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,1.5,4,2,0.602059991,38,31-40,Mesophotic,Oahu,l,MHI
Ha 2b,Halimeda sp.,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,2.2,4.7,2.167948339,0.672097858,40,31-40,Mesophotic,Oahu,l,MHI
Ha 2c,Halimeda sp.,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,4.7,7.2,2.683281573,0.857332496,40,31-40,Mesophotic,Oahu,l,MHI
P4-188 HD1,Halimeda sp.,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,1.2,3.7,1.923538406,0.568201724,62,61-70,Mesophotic,Oahu,l,MHI
P4-188 HD2,Halimeda sp.,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,1.5,4,2,0.602059991,62,61-70,Mesophotic,Oahu,l,MHI
HA 91B,Halimeda sp.,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,1,3.5,1.870828693,0.544068044,38,31-40,Mesophotic,Oahu,l,MHI
HA 91A,Halimeda sp.,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,1.7,4.2,2.049390153,0.62324929,38,31-40,Mesophotic,Oahu,l,MHI
HA 91C,Halimeda sp.,Chlorophyta,2.6,0.026,0.027,-1.568636236,0.164316767,1.3,3.8,1.949358869,0.579783597,38,31-40,Mesophotic,Oahu,l,MHI
Ha 15a,Halimeda sp.,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,3.8,6.3,2.50998008,0.799340549,40,31-40,Mesophotic,Oahu,l,MHI
COA-D2,Codium sp.,Chlorophyta,1.3,0.013,0.014,-1.853871964,0.118321596,3.7,6.2,2.48997992,0.792391689,54,51-60,Mesophotic,Oahu,l,MHI
AV-15C,Avrainvillea sp.,Chlorophyta,3.6,0.036,0.037,-1.431798276,0.192353841,1.3,3.8,1.949358869,0.579783597,61,61-70,Mesophotic,Oahu,l,MHI
AV-16A,Avrainvillea sp.,Chlorophyta,3.7,0.037,0.038,-1.420216403,0.194935887,1.7,4.2,2.049390153,0.62324929,61,61-70,Mesophotic,Oahu,l,MHI
D1 AE,Avrainvillea sp.,Chlorophyta,3.7,0.037,0.038,-1.420216403,0.194935887,2.7,5.2,2.28035085,0.716003344,60,51-60,Mesophotic,Oahu,l,MHI
D1 AB,Avrainvillea sp.,Chlorophyta,3.7,0.037,0.038,-1.420216403,0.194935887,3,5.5,2.34520788,0.740362689,60,51-60,Mesophotic,Oahu,l,MHI
P4-188 AV2,Avrainvillea sp.,Chlorophyta,3.9,0.039,0.04,-1.397940009,0.2,1.5,4,2,0.602059991,51,51-60,Mesophotic,Oahu,l,MHI
D1 AC,Avrainvillea sp.,Chlorophyta,3.9,0.039,0.04,-1.397940009,0.2,2.2,4.7,2.167948339,0.672097858,60,51-60,Mesophotic,Oahu,l,MHI
P4-188 AV3,Avrainvillea sp.,Chlorophyta,4,0.04,0.041,-1.387216143,0.202484567,0.9,3.4,1.843908891,0.531478917,51,51-60,Mesophotic,Oahu,l,MHI
K-AV5,Avrainvillea sp.,Chlorophyta,4,0.04,0.041,-1.387216143,0.202484567,1,3.5,1.870828693,0.544068044,38,31-40,Mesophotic,Oahu,l,MHI
P4-188 AV6,Avrainvillea sp.,Chlorophyta,4.1,0.041,0.042,-1.37675071,0.204939015,1.5,4,2,0.602059991,51,51-60,Mesophotic,Oahu,l,MHI
K-AV7,Avrainvillea sp.,Chlorophyta,4.1,0.041,0.042,-1.37675071,0.204939015,1.7,4.2,2.049390153,0.62324929,38,31-40,Mesophotic,Oahu,l,MHI
D1 AF,Avrainvillea sp.,Chlorophyta,4.1,0.041,0.042,-1.37675071,0.204939015,1.7,4.2,2.049390153,0.62324929,60,51-60,Mesophotic,Oahu,l,MHI
AV61212,Avrainvillea sp.,Chlorophyta,4.1,0.041,0.042,-1.37675071,0.204939015,2.3,4.8,2.19089023,0.681241237,48,41-50,Mesophotic,Oahu,l,MHI
AV-15B,Avrainvillea sp.,Chlorophyta,4.2,0.042,0.043,-1.366531544,0.207364414,0.6,3.1,1.760681686,0.491361694,61,61-70,Mesophotic,Oahu,l,MHI
AV-18C,Avrainvillea sp.,Chlorophyta,4.2,0.042,0.043,-1.366531544,0.207364414,1,3.5,1.870828693,0.544068044,67,61-70,Mesophotic,Oahu,l,MHI
AV-16B,Avrainvillea sp.,Chlorophyta,4.2,0.042,0.043,-1.366531544,0.207364414,1.5,4,2,0.602059991,61,61-70,Mesophotic,Oahu,l,MHI
AV-16C,Avrainvillea sp.,Chlorophyta,4.2,0.042,0.043,-1.366531544,0.207364414,1.7,4.2,2.049390153,0.62324929,61,61-70,Mesophotic,Oahu,l,MHI
D1 AD,Avrainvillea sp.,Chlorophyta,4.2,0.042,0.043,-1.366531544,0.207364414,2.1,4.6,2.144761059,0.662757832,60,51-60,Mesophotic,Oahu,l,MHI
K-AV1,Avrainvillea sp.,Chlorophyta,4.3,0.043,0.044,-1.356547324,0.20976177,1.3,3.8,1.949358869,0.579783597,38,31-40,Mesophotic,Oahu,l,MHI
AV-18B,Avrainvillea sp.,Chlorophyta,4.3,0.043,0.044,-1.356547324,0.20976177,1.5,4,2,0.602059991,67,61-70,Mesophotic,Oahu,l,MHI
